"id","code","name","reconcile","account_type","tag_ids/name","name@es"
"co_puc_113005",113005,"Country Checks",1,"asset_cash","1012_1110_K","Cheques País"
"co_puc_113010",113010,"Foreign Checks",1,"asset_cash","1012_1110_K","Cheques Sobre El Exterior"
"co_puc_113095",113095,"Other Consignments in Transit",1,"asset_cash","1012_1110_K","Otras Remesas En Tránsito"
"co_puc_113200",113200,"Funds in Transit",0,"off_balance",,"Fondos En Transito"
"co_puc_113205",113205,"Funds in Transit",1,"asset_cash","1012_1110_K","Fondos En Transito"
"co_puc_113295",113295,"Other Funds in Transit",1,"asset_cash","1012_1110_K","Otros Fondos En Transito"
"co_puc_113500",113500,"Special Funds",0,"off_balance",,"Fondos Especiales"
"co_puc_113505",113505,"Special Funds",1,"asset_cash","1012_1110_K","Fondos Especiales"
"co_puc_113595",113595,"Special Funds",1,"asset_cash","1012_1110_K","Fondos Especiales"
"co_puc_114000",114000,"Restricted Cash",0,"off_balance",,"Efectivo Restringido"
"co_puc_114005",114005,"Restricted Cash",1,"asset_cash","1012_1110_K","Efectivo Restringido"
"co_puc_114095",114095,"Other Restricted Cash",1,"asset_cash","1012_1110_K","Otro Efectivo Restringido"
"co_puc_115000",115000,"Other Cash Equivalent Transactions",0,"off_balance",,"Otras Operaciones Equivalentes A Efectivo"
"co_puc_115005",115005,"Monetary Operations",1,"asset_cash","1012_1110_K","Operaciones Monetarias"
"co_puc_115010",115010,"Investments",1,"asset_cash","1012_1110_K","Inversiones"
"co_puc_115015",115015,"Participation in Sight Funds",1,"asset_cash","1012_1110_K","Participación En Fondos A La Vista"
"co_puc_115095",115095,"Others",1,"asset_cash","1012_1110_K","Otros"
"co_puc_120000",120000,"Money Market and Related Operations",0,"off_balance",,"Operaciones Del Mercado Monetario Y Relacionadas"
"co_puc_120500",120500,"Active Interassociated Funds",0,"off_balance",,"Fondos Interasociados Activos"
"co_puc_120505",120505,"General Insurance Companies",0,"asset_current","1012_1204_K","Compañías De Seguros Generales"
"co_puc_120510",120510,"Life Insurance Companies",0,"asset_current","1012_1204_K","Compañías De Seguros De Vida"
"co_puc_120515",120515,"Reinsurance Companies",0,"asset_current","1012_1204_K","Sociedades De Reaseguros"
"co_puc_120520",120520,"Capitalization Companies",0,"asset_current","1012_1204_K","Sociedades De Capitalización"
"co_puc_120595",120595,"Other Active Inter-Associated Funds",0,"asset_current","1012_1204_K","Otros Fondos Interasociados Activos"
"co_puc_121000",121000,"Ordinary Sold Interbank Funds",0,"off_balance",,"Fondos Interbancarios Vendidos Ordinarios"
"co_puc_121005",121005,"Banks",0,"asset_current","1012_1204_K","Bancos"
"co_puc_121010",121010,"Financial Corporations",0,"asset_current","1012_1204_K","Corporaciones Financieras"
"co_puc_121015",121015,"Financing Companies",0,"asset_current","1012_1204_K","Compañías De Financiamiento "
"co_puc_121020",121020,"Bank of the Republic",0,"asset_current","1012_1204_K","Banco De La República"
"co_puc_121025",121025,"General Treasury of the Nation",0,"asset_current","1012_1204_K","Tesorería General De La Nación"
"co_puc_121030",121030,"Public Sector Entities",0,"asset_current","1012_1204_K","Entidades Del Sector Público"
"co_puc_121035",121035,"Foreign Residents",0,"asset_current","1012_1204_K","Residentes Del Exterior"
"co_puc_121095",121095,"Other Financial Entities",0,"asset_current","1012_1204_K","Otras Entidades Financieras"
"co_puc_121500",121500,"Repo or Repo Operations",0,"off_balance",,"Operaciones De Reporto O Repo"
"co_puc_121505",121505,"Transfer Commitments in Open Repo Operations",0,"asset_current","1012_1204_K","Compromisos De Transferencia En Operaciones De Repo Abierto"
"co_puc_121510",121510,"Transfer Commitments in Closed Repo Operations",0,"asset_current","1012_1204_K","Compromisos De Transferencia En Operaciones De Repo Cerrado"
"co_puc_121515",121515,"Coupons Receivable for Securities in Repo Operations",0,"asset_current","1012_1204_K","Cupones Por Recibir De Valores En Operaciones Repo"
"co_puc_121520",121520,"Accounts Receivable Due to Default or Early Termination in Repo Operations",0,"asset_current","1012_1204_K","Cuentas Por Cobrar Por Incumplimiento O Terminación Anticipada En Operaciones Repo "
"co_puc_121525",121525,"Margin Call Delivered In Money In Repo Operations",0,"asset_current","1012_1204_K","Llamado Al Margen Entregado En Dinero En Operaciones Repo"
"co_puc_121595",121595,"Other Repo or Repo Operations",0,"asset_current","1012_1204_K","Otras Operaciones De Reporto O Repo"
"co_puc_122000",122000,"Simultaneous Operations",0,"off_balance",,"Operaciones Simultáneas"
"co_puc_122005",122005,"Investment Transfer Commitments in Simultaneous Operations",0,"asset_current","1012_1204_K","Compromisos De Transferencia De Inversiones En Operaciones Simultáneas"
"co_puc_122010",122010,"Coupons Receivable for Securities in Simultaneous Operations",0,"asset_current","1012_1204_K","Cupones Por Recibir De Valores En Operaciones Simultáneas"
"co_puc_122015",122015,"Accounts Receivable Due to Default or Early Termination in Simultaneous Operations",0,"asset_current","1012_1204_K","Cuentas Por Cobrar Por Incumplimiento O Terminación Anticipada En Operaciones Simultáneas"
"co_puc_122020",122020,"Margin Call Delivered Money In Simultaneous Trades",0,"asset_current","1012_1204_K","Llamado Al Margen Entregado En Dinero En Operaciones Simultáneas"
"co_puc_122095",122095,"Other Simultaneous Operations",0,"asset_current","1012_1204_K","Otras Operaciones Simultáneas"
"co_puc_122500",122500,"Temporary Value Transfer Operations",0,"off_balance",,"Operaciones De Transferencia Temporal De Valores"
"co_puc_122505",122505,"Commitments Originating in Temporary Value Transfer Operations",0,"asset_current","1012_1204_K","Compromisos Originados En Operaciones De Transferencia Temporal De Valores"
"co_puc_122510",122510,"Returns Receivable from Commitments in Temporary Value Transfer Operations",0,"asset_current","1012_1204_K","Rendimientos Por Cobrar De Compromisos En Operaciones De Transferencia Temporal De Valores"
"co_puc_122515",122515,"Coupons Receivable for Securities in Temporary Securities Transfer Operations",0,"asset_current","1012_1204_K","Cupones Por Recibir De Valores En Operaciones De Transferencia Temporal De Valores"
"co_puc_122520",122520,"Accounts Receivable Due to Non-Compliance or Early Termination in Temporary Securities Transfer Operations",0,"asset_current","1012_1204_K","Cuentas Por Cobrar Por Incumplimiento O Terminación Anticipada En Operaciones De Transferencia Temporal De Valores"
"co_puc_122525",122525,"Margin Call in Temporary Securities Transfer Operations",0,"asset_current","1012_1204_K","Llamado Al Margen En Operaciones De Transferencia Temporal De Valores"
"co_puc_122595",122595,"Other Temporary Value Transfer Operations",0,"asset_current","1012_1204_K","Otras Operaciones De Transferencia Temporal De Valores"
"co_puc_128500",128500,"Negotiated Portfolio Repurchase Rights",0,"off_balance",,"Derechos De Recompra De Cartera Negociada"
"co_puc_128505",128505,"Negotiated Portfolio Repurchase Rights",0,"asset_current","1012_1204_K","Derechos De Recompra De Cartera Negociada"
"co_puc_128595",128595,"Other Traded Portfolio Repurchase Rights",0,"asset_current","1012_1204_K","Otros Derechos De Recompra De Cartera Negociada"
"co_puc_130000",130000,"Investments and Operations with Derivatives",0,"off_balance",,"Inversiones Y Operaciones Con Derivados"
"co_puc_130100",130100,"Investments at Fair Value with Changes in Results - Representative Debt Instruments",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda"
"co_puc_130105",130105,"Treasury Titles –Tes",0,"asset_current","1012_1204_K","Títulos De Tesorería –Tes"
"co_puc_130110",130110,"Other Titles Issued by the National Government",0,"asset_current","1012_1204_K","Otros Títulos Emitidos Por El Gobierno Nacional"
"co_puc_130115",130115,"Other National Issuers",0,"asset_current","1012_1204_K","Otros Emisores Nacionales"
"co_puc_130120",130120,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130195",130195,"Other Investments at Fair Value with Changes in Results - Debt Instruments",0,"asset_current","1012_1204_K","Otros Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda"
"co_puc_130200",130200,"Investments at Fair Value with Changes in Results - Equity Instruments",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio"
"co_puc_130205",130205,"National Issuers",0,"asset_current","1012_1204_K","Emisores Nacionales"
"co_puc_130210",130210,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130295",130295,"Other Investments at Fair Value with Changes in Results - Equity Instruments",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio"
"co_puc_130300",130300,"Investments at Amortized Cost",0,"off_balance",,"Inversiones A Costo Amortizado"
"co_puc_130305",130305,"Treasury Securities - Tes",0,"asset_current","1012_1204_K","Títulos De Tesorería - Tes"
"co_puc_130310",130310,"Other Titles Issued by the National Government",0,"asset_current","1012_1204_K","Otros Títulos Emitidos Por El Gobierno Nacional"
"co_puc_130315",130315,"Other National Issuers",0,"asset_current","1012_1204_K","Otros Emisores Nacionales"
"co_puc_130320",130320,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130395",130395,"Other Investments at Amortized Cost",0,"asset_current","1012_1204_K","Otros Inversiones A Costo Amortizado"
"co_puc_130400",130400,"Equity Instruments At Fair Value With Changes In Origin",0,"off_balance",,"Instrumentos De Patrimonio A Valor Razonable Con Cambios En El Origen"
"co_puc_130405",130405,"National Issuers",0,"asset_current","1012_1204_K","Emisores Nacionales"
"co_puc_130410",130410,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130495",130495,"Other Equity Instruments at Fair Value with Changes in Origin",0,"asset_current","1012_1204_K","Otros Instrumentos De Patrimonio A Valor Razonable Con Cambios En El Origen"
"co_puc_130500",130500,"Investments at Fair Value with Changes in Results Delivered in Money Market Operations - Instruments Representative of Debt (Transfer Rights)",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Operaciones De Mercado Monetario - Instrumentos Representativos De Deuda (Derechos De Transferencia)"
"co_puc_130505",130505,"Treasury Titles –Tes",0,"asset_current","1012_1204_K","Títulos De Tesorería –Tes"
"co_puc_130510",130510,"Other Titles Issued by the National Government",0,"asset_current","1012_1204_K","Otros Títulos Emitidos Por El Gobierno Nacional"
"co_puc_130515",130515,"Other National Issuers",0,"asset_current","1012_1204_K","Otros Emisores Nacionales"
"co_puc_130520",130520,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130595",130595,"Other Investments at Fair Value with Changes in Results Delivered in Money Market Operations - Debt Instruments (Transfer Rights)",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Operaciones De Mercado Monetario - Instrumentos Representativos De Deuda (Derechos De Transferencia)"
"co_puc_130600",130600,"Investments at Fair Value with Changes in Results Delivered in Money Market Operations - Equity Instruments (Transfer Rights)",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Operaciones De Mercado Monetario - Instrumentos De Patrimonio (Derechos De Transferencia)"
"co_puc_130605",130605,"National Issuers",0,"asset_current","1012_1204_K","Emisores Nacionales"
"co_puc_130610",130610,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130695",130695,"Other Investments at Fair Value with Changes in Results Delivered in Money Market Operations - Equity Instruments (Transfer Rights)",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Operaciones De Mercado Monetario - Instrumentos De Patrimonio (Derechos De Transferencia)"
"co_puc_130700",130700,"Computer Equipment (Restored)",0,"off_balance",,"Equipo De Computación (Restituido)"
"co_puc_130705",130705,"Treasury Titles –Tes",0,"asset_current","1012_1204_K","Títulos De Tesorería –Tes"
"co_puc_130710",130710,"Other Titles Issued by the National Government",0,"asset_current","1012_1204_K","Otros Títulos Emitidos Por El Gobierno Nacional"
"co_puc_130715",130715,"Other National Issuers",0,"asset_current","1012_1204_K","Otros Emisores Nacionales"
"co_puc_130720",130720,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130795",130795,"Other Foreign Issuers",0,"asset_current","1012_1204_K","Otros Emisores Extranjeros"
"co_puc_130805",130805,"National Issuers",0,"asset_current","1012_1204_K","Emisores Nacionales"
"co_puc_130810",130810,"Other Foreign Issuers",0,"asset_current","1012_1204_K","Otros Emisores Extranjeros"
"co_puc_130895",130895,"Other Investments at Fair Value with Changes in Origin Delivered in Money Market Operations - Equity Instruments",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En El Origen Entregados En Operaciones De Mercado Monetario - Instrumentos De Patrimonio"
"co_puc_130900",130900,"Investments at Fair Value with Changes in Results Delivered as Security for Operations with Derivative Instruments - Debt Instruments",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En Resultados Entregadas En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda "
"co_puc_130905",130905,"Treasury Titles –Tes",0,"asset_current","1012_1204_K","Títulos De Tesorería –Tes"
"co_puc_130910",130910,"Other Titles Issued by the National Government",0,"asset_current","1012_1204_K","Otros Títulos Emitidos Por El Gobierno Nacional"
"co_puc_130915",130915,"Other National Issuers",0,"asset_current","1012_1204_K","Otros Emisores Nacionales"
"co_puc_130920",130920,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_130995",130995,"Other Investments at Fair Value with Changes in Results Delivered as Guarantee for Operations with Derivative Instruments - Debt Instruments",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregadas En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda "
"co_puc_131000",131000,"Co_Puc_Sol_5225",0,"off_balance",,"Co_Puc_Sol_5225"
"co_puc_131005",131005,"National Issuers",0,"asset_current","1012_1204_K","Emisores Nacionales"
"co_puc_131010",131010,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_131095",131095,"Other Investments at Fair Value with Changes in Results Delivered as Guarantee for Operations with Derivative Instruments - Equity Instruments",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio "
"co_puc_131100",131100,"Category D - Significant Credit Housing Portfolio",0,"off_balance",,"Categoría D - Crédito Significativo Cartera De Vivienda"
"co_puc_131105",131105,"Treasury Titles –Tes",0,"asset_current","1012_1204_K","Títulos De Tesorería –Tes"
"co_puc_131110",131110,"Other Titles Issued by the National Government",0,"asset_current","1012_1204_K","Otros Títulos Emitidos Por El Gobierno Nacional"
"co_puc_131115",131115,"Other National Issuers",0,"asset_current","1012_1204_K","Otros Emisores Nacionales"
"co_puc_131120",131120,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_131195",131195,"Other Investments at Amortized Cost with Changes in Results Delivered as Guarantee for Operations with Derivative Instruments - Debt Instruments",0,"asset_current","1012_1204_K","Otras Inversiones A Costo Amortizado Con Cambios En Resultados Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda "
"co_puc_131200",131200,"Investments at Fair Value with Changes in Origin Delivered as Security for Transactions with Derivative Instruments - Equity Instruments",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En El Origen Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio"
"co_puc_131205",131205,"National Issuers",0,"asset_current","1012_1204_K","Emisores Nacionales"
"co_puc_131210",131210,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_131295",131295,"Other Investments at Fair Value with Changes in Origin Delivered as Security for Transactions with Derivative Instruments - Equity Instruments",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En El Origen Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio"
"co_puc_131300",131300,"Investments at Fair Value with Changes in Results - Equity Instruments - Due to Surplus Purchase Orders",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio - Por Excedentes De Órdenes De Compra"
"co_puc_131305",131305,"National Issuers",0,"asset_current","1012_1204_K","Emisores Nacionales"
"co_puc_131310",131310,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_131395",131395,"Other Investments at Fair Value with Changes in Results - Equity Instruments - Due to Surplus Purchase Orders",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio - Por Excedentes De Órdenes De Compra"
"co_puc_131400",131400,"Investments at Fair Value with Changes in Results - Representative Debt Instruments - Due to Surplus Purchase Orders",0,"off_balance",,"Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda - Por Excedentes De Órdenes De Compra"
"co_puc_131405",131405,"Treasury Titles –Tes",0,"asset_current","1012_1204_K","Títulos De Tesorería –Tes"
"co_puc_131410",131410,"Other Titles Issued by the National Government",0,"asset_current","1012_1204_K","Otros Títulos Emitidos Por El Gobierno Nacional"
"co_puc_131415",131415,"Other National Issuers",0,"asset_current","1012_1204_K","Otros Emisores Nacionales"
"co_puc_131420",131420,"Foreign Issuers",0,"asset_current","1012_1204_K","Emisores Extranjeros"
"co_puc_131495",131495,"Other Investments at Fair Value with Changes in Results - Representative Debt Instruments - Due to Surplus Purchase Orders",0,"asset_current","1012_1204_K","Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda - Por Excedentes De Órdenes De Compra"
"co_puc_131500",131500,"Investments in subsidiaries and affiliates",0,"off_balance",,"Inversiones En Subsidiarias Y Filiales"
"co_puc_131505",131505,"Subsidiaries and National Affiliates",0,"asset_current","1012_1204_K","Subsidiarias Y Filiales Nacionales"
"co_puc_131510",131510,"Foreign Subsidiaries and Affiliates",0,"asset_current","1012_1204_K","Subsidiarias Y Filiales Extranjeras"
"co_puc_131515",131515,"Mandatory Investments in Equity Instruments",0,"asset_current","1012_1204_K","Inversiones Obligatorias  En Instrumentos De Patrimonio"
"co_puc_131595",131595,"Other Investments in Subsidiaries and Affiliates",0,"asset_current","1012_1204_K","Otras Inversiones En Subsidiarias Y Filiales"
"co_puc_131600",131600,"Investments in Associates and Participations in Joint Businesses",0,"off_balance",,"Inversiones En Asociadas Y Participaciones En Negocios Conjuntos"
"co_puc_131605",131605,"National Associates",0,"asset_current","1012_1204_K","Asociadas Nacionales"
"co_puc_131610",131610,"Foreign Associates",0,"asset_current","1012_1204_K","Asociadas Extranjeras"
"co_puc_131615",131615,"National Joint Ventures",0,"asset_current","1012_1204_K","Negocios Conjuntos Nacionales"
"co_puc_131620",131620,"Foreign Joint Ventures",0,"asset_current","1012_1204_K","Negocios Conjuntos Extranjeros"
"co_puc_131695",131695,"Other Investments in Associates and Participations in Joint Businesses",0,"asset_current","1012_1204_K","Otras Inversiones En Asociadas Y Participaciones En Negocios Conjuntos"
"co_puc_131800",131800,"Equity Investments in Entities in Liquidation",0,"off_balance",,"Inversiones Patrimoniales En Entidades En Liquidación"
"co_puc_131805",131805,"Equity Investments in Entities in Liquidation",0,"asset_current","1012_1204_K","Inversiones Patrimoniales En Entidades En Liquidación"
"co_puc_131895",131895,"Other Equity Investments in Entities in Liquidation",0,"asset_current","1012_1204_K","Otras Inversiones Patrimoniales En Entidades En Liquidación"
"co_puc_131900",131900,"Investments in Securities on Products and in Agricultural and Agroindustrial Products - Secondary Market",0,"off_balance",,"Inversiones En Títulos Sobre Productos Y En Productos Agropecuarios Y Agroindustriales - Mercado Secundario "
"co_puc_131905",131905,"Investments in Securities on Products and in Agricultural and Agroindustrial Products - Secondary Market",0,"asset_current","1012_1204_K","Inversiones En Títulos Sobre Productos Y En Productos Agropecuarios Y Agroindustriales  - Mercado Secundario "
"co_puc_131995",131995,"Other Investments in Securities on Products and in Agricultural and Agroindustrial Products - Secondary Market",0,"asset_current","1012_1204_K","Otras Inversiones En Títulos Sobre Productos Y En Productos Agropecuarios Y Agroindustriales  - Mercado Secundario "
"co_puc_132000",132000,"Investments in joint operations",0,"off_balance",,"Inversiones En Operaciones Conjuntas"
"co_puc_132005",132005,"Investments in joint operations",0,"asset_current","1012_1204_K","Inversiones En Operaciones Conjuntas"
"co_puc_132095",132095,"Other Investments in Joint Operations",0,"asset_current","1012_1204_K","Otras Inversiones En Operaciones Conjuntas"
"co_puc_135000",135000,"Carousel Operations",0,"off_balance",,"Operaciones Carrusel"
"co_puc_135005",135005,"Rights in Purchase Commitments",0,"asset_current","1012_1204_K","Derechos En Compromisos De Compra"
"co_puc_135010",135010,"Rights in Sales Commitments",0,"asset_current","1012_1204_K","Derechos En Compromisos De Venta"
"co_puc_135015",135015,"Obligations in Purchase Commitments",0,"asset_current","1012_1204_K","Obligaciones En Compromisos De Compra"
"co_puc_135020",135020,"Obligations in Sales Commitments",0,"asset_current","1012_1204_K","Obligaciones En Compromisos De Venta"
"co_puc_135095",135095,"Other Carousel Operations",0,"asset_current","1012_1204_K","Otras Operaciones Carrusel"
"co_puc_135100",135100,"Cash Operations",0,"off_balance",,"Operaciones De Contado"
"co_puc_135105",135105,"Currency Purchase Rights",0,"asset_current","1012_1204_K","Derechos De Compra Sobre Divisas"
"co_puc_135110",135110,"Currency Sales Rights",0,"asset_current","1012_1204_K","Derechos De Venta Sobre Divisas"
"co_puc_135115",135115,"Purchase Rights on Securities",0,"asset_current","1012_1204_K","Derechos De Compra Sobre Títulos"
"co_puc_135120",135120,"Sales Rights on Securities",0,"asset_current","1012_1204_K","Derechos De Venta Sobre Títulos"
"co_puc_135125",135125,"Rights – Others",0,"asset_current","1012_1204_K","Derechos – Otros"
"co_puc_135130",135130,"Currency Purchase Obligations",0,"asset_current","1012_1204_K","Obligaciones De Compra Sobre Divisas"
"co_puc_135135",135135,"Foreign Exchange Sales Obligations",0,"asset_current","1012_1204_K","Obligaciones De Venta Sobre Divisas"
"co_puc_135140",135140,"Purchase Obligations on Securities",0,"asset_current","1012_1204_K","Obligaciones De Compra Sobre Títulos"
"co_puc_135145",135145,"Sales Obligations on Securities",0,"asset_current","1012_1204_K","Obligaciones De Venta Sobre Títulos"
"co_puc_135195",135195,"Obligations – Others",0,"asset_current","1012_1204_K","Obligaciones – Otros"
"co_puc_135200",135200,"Forward Contracts - Negotiation",0,"off_balance",,"Contratos Forward - De Negociación"
"co_puc_135205",135205,"Of Coins (Peso/Dollar)",0,"asset_current","1012_1204_K","De Monedas (Peso/Dólar)"
"co_puc_135210",135210,"Of Coins (Different Peso/Dollar)",0,"asset_current","1012_1204_K","De Monedas (Diferentes Peso/Dólar)"
"co_puc_135215",135215,"Interest Rates",0,"asset_current","1012_1204_K","De Tasas De Interés"
"co_puc_135220",135220,"Titles",0,"asset_current","1012_1204_K","De Títulos"
"co_puc_135295",135295,"Other Forward Contracts - Negotiation",0,"asset_current","1012_1204_K","Otros Contratos Forward - De Negociación"
"co_puc_135300",135300,"Futures Contracts - Trading",0,"off_balance",,"Contratos De Futuros - De Negociación"
"co_puc_135305",135305,"Of Coins",0,"asset_current","1012_1204_K","De Monedas"
"co_puc_135310",135310,"Interest Rates",0,"asset_current","1012_1204_K","De Tasas De Interés"
"co_puc_135315",135315,"Titles",0,"asset_current","1012_1204_K","De Títulos"
"co_puc_135320",135320,"Of Indices",0,"asset_current","1012_1204_K","De Índices"
"co_puc_135395",135395,"Other Futures Contracts – Trading",0,"asset_current","1012_1204_K","Otros Contratos De Futuros – De Negociación"
"co_puc_135400",135400,"Swaps - Negotiation",0,"off_balance",,"Swaps - De Negociación"
"co_puc_135405",135405,"Of Coins",0,"asset_current","1012_1204_K","De Monedas"
"co_puc_135410",135410,"Interest Rates",0,"asset_current","1012_1204_K","De Tasas De Interés"
"co_puc_135495",135495,"Other Swaps – Negotiation",0,"asset_current","1012_1204_K","Otros Swaps – De Negociación"
"co_puc_135500",135500,"Trading Options",0,"off_balance",,"Opciones De Negociación"
"co_puc_135505",135505,"Buy Coin Calls",0,"asset_current","1012_1204_K","Compra Calls De Monedas"
"co_puc_135510",135510,"Buy Interest Rate Calls",0,"asset_current","1012_1204_K","Compra Calls De Tasas De Interés"
"co_puc_135515",135515,"Buy Title Calls",0,"asset_current","1012_1204_K","Compra Calls De Títulos"
"co_puc_135520",135520,"Buy Index Calls",0,"asset_current","1012_1204_K","Compra Calls De Índices"
"co_puc_135525",135525,"Buy Calls – Others",0,"asset_current","1012_1204_K","Compra Calls – Otras"
"co_puc_135530",135530,"Buy Coin Puts",0,"asset_current","1012_1204_K","Compra Puts De Monedas"
"co_puc_135535",135535,"Buy Interest Rate Puts",0,"asset_current","1012_1204_K","Compra Puts De Tasas De Interés"
"co_puc_135540",135540,"Buy Stock Puts",0,"asset_current","1012_1204_K","Compra Puts De Títulos"
"co_puc_135545",135545,"Buy Index Puts",0,"asset_current","1012_1204_K","Compra Puts De Índices"
"co_puc_135550",135550,"Buy Puts – Others",0,"asset_current","1012_1204_K","Compra Puts – Otras"
"co_puc_135595",135595,"Other Trading Options Buy Options – Others",0,"asset_current","1012_1204_K","Otras Opciones De Negociación Compra Opciones – Otras"
