"id","code","name","reconcile","account_type","tag_ids/name","name@es",,
"co_puc_112600",112600,"Liquidity Fund - Collective Investment Funds Managed by Stock Broker Companies",0,"off_balance",,"Fondo De Liquidez - Fondos De Inversion Colectiva Administrados Por Sociedades Comisionistas De Bolsa",,
"co_puc_112700",112700,"Liquidity Fund - Term Deposit Certificate",0,"off_balance",,"Fondo De Liquidez - Certificado De Deposito A Termino",,
"co_puc_112800",112800,"Liquidity Fund - Term Savings Certificates",0,"off_balance",,"Fondo De Liquidez - Certificados De Ahorro A Termino",,
"co_puc_120000",120000,"Investments",0,"off_balance",,"Inversiones",,
"co_puc_120300",120300,"Liquidity Fund",0,"off_balance",,"Fondo De Liquidez",,
"co_puc_120305",120305,"Titles Issued Endorsed, Accepted or Guaranteed by Institutions Supervised by the Financial Superintendency",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados, Aceptados O Garantizados Por Instituciones Vigiladas Por La Superintendencia Financiera",,
"co_puc_120310",120310,"Term Deposit Certificate",1,"asset_cash","1012:1204:K","Certificado De Deposito A Termino",,
"co_puc_120315",120315,"Funds Managed by Trust Companies",1,"asset_cash","1012:1204:K","Fondos Administrados Por Sociedades Fiduciarias",,
"co_puc_120320",120320,"Securities Funds Managed by Stock Broker Companies",1,"asset_cash","1012:1204:K","Fondos De Valores Administrados Por Sociedades Comisionistas De Bolsa",,
"co_puc_120325",120325,"Autonomous Assets Managed by Trust Companies",1,"asset_cash","1012:1204:K","Patrimonio Autonomo Administrado Por Sociedades Fiduciarias",,
"co_puc_120399",120399,"Impairment of Investments Liquidity Fund (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones Fondo De Liquidez (Cr)",,
"co_puc_120400",120400,"Negotiable Investments in Debt Securities",0,"off_balance",,"Inversiones Negociables En Titulos De Deuda",,
"co_puc_120401",120401,"Internal Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Interna Emitidos O Garantizados Por La Nacion",,
"co_puc_120402",120402,"External Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Externa Emitidos O Garantizados Por La Nacion",,
"co_puc_120403",120403,"Other Public Debt Securities",1,"asset_cash","1012:1204:K","Otros Titulos De Deuda Publica",,
"co_puc_120404",120404,"Titles Issued, Endorsed, Accepted Or Guaranteed By Fogafin",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogafin"
"co_puc_120405",120405,"Titles Issued, Endorsed, Accepted or Guaranteed by Fogacoop",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogacoop",,
"co_puc_120406",120406,"Titles Issued by the Bank of the Republic",1,"asset_cash","1012:1204:K","Titulos Emitidos Por El Banco De La Republica",,
"co_puc_120407",120407,"Mortgage bonds",1,"asset_cash","1012:1204:K","Bonos Hipotecarios",,
"co_puc_120408",120408,"Mortgage Titles",1,"asset_cash","1012:1204:K","Titulos Hipotecarios",,
"co_puc_120409",120409,"Titles of Credit Content Derived from the Mortgage Portfolio Securitization Process",1,"asset_cash","1012:1204:K","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion De Cartera Hipotecaria",,
"co_puc_120410",120410,"Titles of the Credit Content Derived from the Underlying Securitization Process Other than the Mortgage Portfolio",1,"asset_cash","1012:1204:K","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion Subyacentes Distintos De Cartera Hipotecaria",,
"co_puc_120411",120411,"Securities Issued, Guaranteed, Accepted Or Guaranteed By Institutions Supervised By The Financial Superintendency (Including Bonds Mandatory Or Optionally Convertible Into Shares)",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por Instituciones Vigiladas Por La Superintendencia Financiera (Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones)",,
"co_puc_120414",120414,"Securities Issued by Entities Not Supervised by the Financial Superintendency (Including Mandatory or Optionally Convertible Bonds into Shares)",1,"asset_cash","1012:1204:K","Titulos Emitidos Por Entidades No Vigiladas Por La Superintendencia Financiera (Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones)",,
"co_puc_120415",120415,"Securities Issued Endorsed Or Guaranteed By Foreign Governments",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Gobiernos Extranjeros",,
"co_puc_120416",120416,"Securities Issued Endorsed Or Guaranteed By Foreign Central Banks",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Bancos Centrales Extranjeros",,
"co_puc_120417",120417,"Titles Issued Endorsed Or Guaranteed Or Accepted By Foreign Banks",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados O Aceptados Por Bancos Del Exterior",,
"co_puc_120418",120418,"Titles Issued Endorsed or Guaranteed by Multilateral Credit Organizations",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Organismos Multilaterales De Credito",,
"co_puc_120442",120442,"Titles Issued by Residents Abroad",1,"asset_cash","1012:1204:K","Titulos Emitidos Por Residentes En El Exterior",,
"co_puc_120495",120495,"Other Negotiable Investments in Debt Securities (Cr)",1,"asset_cash","1012:1204:K","Otros Inversiones Negociables En Titulos De Deuda (Cr)",,
"co_puc_120499",120499,"Impairment of Negotiable Investments in Debt Securities (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones Negociables En Titulos De Deuda (Cr)",,
"co_puc_120600",120600,"Negotiable Investments in Participatory Securities",0,"off_balance",,"Inversiones Negociables En Titulos Participativos",,
"co_puc_120601",120601,"Shares With High Stock Market Liquidity",1,"asset_cash","1012:1204:K","Acciones Con Alta Liquidez Bursatil",,
"co_puc_120602",120602,"Shares With Average Stock Market Liquidity",1,"asset_cash","1012:1204:K","Acciones Con Media Liquidez Bursatil",,
"co_puc_120605",120605,"Participations in Ordinary Common Funds",1,"asset_cash","1012:1204:K","Participaciones En Fondos Comunes Ordinarios",,
"co_puc_120606",120606,"Participations in Special Common Funds",1,"asset_cash","1012:1204:K","Participaciones En Fondos Comunes Especiales",,
"co_puc_120607",120607,"Shares In Securities Fund",1,"asset_cash","1012:1204:K","Participaciones En Fondo De Valores",,
"co_puc_120608",120608,"Participatory Titles Derived in Securitization Processes",1,"asset_cash","1012:1204:K","Titulos Participativos Derivados En Procesos De Titularizacion",,
"co_puc_120609",120609,"Mixed Titles Derived from Securitization Processes",1,"asset_cash","1012:1204:K","Titulos Mixtos Derivados De Procesos De Titularizacion",,
"co_puc_120610",120610,"Participations in International Investment Mutual Funds That Invest Exclusively in Fixed Income Securities",1,"asset_cash","1012:1204:K","Participaciones En Fondos Mutuos De Inversion Internacionales Que Inviertan Exclusivamente En Titulos De Renta Fija",,
"co_puc_120611",120611,"Shares in Index Funds",1,"asset_cash","1012:1204:K","Participaciones En Fondos Indice",,
"co_puc_120612",120612,"Participation in International Investment Mutual Funds That Invest Exclusively in Variable Income",1,"asset_cash","1012:1204:K","Participacion En Fondos Mutuos De Inversion Internacionales Que Inviertan Exclusivamente En Renta Variable",,
"co_puc_120613",120613,"Participation in investment funds",1,"asset_cash","1012:1204:K","Participacion En Fondos De Inversion",,
"co_puc_120614",120614,"Participation in Pension and Severance Funds",1,"asset_cash","1012:1204:K","Participacion En Fondos De Pensiones Y Cesantias",,
"co_puc_120695",120695,"Other Negotiable Investments in Participatory Securities (Cr)",1,"asset_cash","1012:1204:K","Otros Inversiones Negociables En Titulos Participativos (Cr)",,
"co_puc_120699",120699,"Impairment of Negotiable Investments in Participatory Securities (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones Negociables En Titulos Participativos (Cr)",,
"co_puc_120800",120800,"Investments to Hold to Maturity",0,"off_balance",,"Inversiones Para Mantener Hasta El Vencimiento",,
"co_puc_120801",120801,"Internal Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Interna Emitidos O Garantizados Por La Nacion",,
"co_puc_120802",120802,"External Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Externa Emitidos O Garantizados Por La Nacion",,
"co_puc_120803",120803,"Other Public Debt Securities",1,"asset_cash","1012:1204:K","Otros Titulos De Deuda Publica",,
"co_puc_120804",120804,"Titles Issued, Endorsed, Accepted Or Guaranteed By Fogafin",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogafin",,
"co_puc_120805",120805,"Titles Issued, Endorsed, Accepted or Guaranteed by Fogacoop",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogacoop",,
"co_puc_120806",120806,"Titles Issued by the Bank of the Republic",1,"asset_cash","1012:1204:K","Titulos Emitidos Por El Banco De La Republica",,
"co_puc_120807",120807,"Mortgage bonds",1,"asset_cash","1012:1204:K","Bonos Hipotecarios",,
"co_puc_120808",120808,"Mortgage Titles",1,"asset_cash","1012:1204:K","Titulos Hipotecarios",,
"co_puc_120809",120809,"Titles of Credit Content Derived from the Mortgage Portfolio Securitization Process",1,"asset_cash","1012:1204:K","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion De Cartera Hipotecaria",,
"co_puc_120810",120810,"Titles of the Credit Content Derived from the Underlying Securitization Process Other than the Mortgage Portfolio",1,"asset_cash","1012:1204:K","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion Subyacentes Distintos De Cartera Hipotecaria",,
"co_puc_120811",120811,"Securities Issued, Guaranteed, Accepted or Guaranteed by the Institutions Supervised by the Financial Superintendency (Including Mandatory or Optionally Convertible Bonds into Shares)",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Instituciones Vigiladas Por La Superintendencia Financiera ( Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones",,
"co_puc_120814",120814,"Securities Issued by Entities Not Supervised by the Financial Superintendency (Including Mandatory or Optionally Convertible Bonds into Shares)",1,"asset_cash","1012:1204:K","Titulos Emitidos Por Entidades No Vigiladas Por La Superintendencia Financiera (Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones)",,
"co_puc_120815",120815,"Securities Issued Endorsed Or Guaranteed By Foreign Governments",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Gobiernos Extranjeros",,
"co_puc_120816",120816,"Securities Issued Endorsed Or Guaranteed By Foreign Central Banks",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Bancos Centrales Extranjeros",,
"co_puc_120817",120817,"Titles Issued Endorsed Or Guaranteed Or Accepted By Foreign Banks",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados O Aceptados Por Bancos Del Exterior",,
"co_puc_120818",120818,"Titles Issued Endorsed or Guaranteed by Multilateral Credit Organizations",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Organismos Multilaterales De Credito",,
"co_puc_120842",120842,"Titles Issued by Residents Abroad",1,"asset_cash","1012:1204:K","Titulos Emitidos Por Residentes En El Exterior",,
"co_puc_120895",120895,"Other Investments to Hold to Maturity (Cr)",1,"asset_cash","1012:1204:K","Otros Inversiones Para Mantener Hasta El Vencimiento (Cr)",,
"co_puc_120899",120899,"Impairment of Investments to Hold Until Maturity (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones Para Mantener Hasta El Vencimiento (Cr)",,
"co_puc_121300",121300,"Investments Available for Sale in Debt Securities",0,"off_balance",,"Inversiones Disponibles Para La Venta En Titulos De Deuda",,
"co_puc_121301",121301,"Internal Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Interna Emitidos O Garantizados Por La Nacion",,
"co_puc_121302",121302,"External Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Externa Emitidos O Garantizados Por La Nacion",,
"co_puc_121303",121303,"Other Public Debt Securities",1,"asset_cash","1012:1204:K","Otros Titulos De Deuda Publica",,
"co_puc_121304",121304,"Titles Issued, Endorsed, Accepted Or Guaranteed By Fogafin",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogafin",,
"co_puc_121305",121305,"Titles Issued, Endorsed, Accepted or Guaranteed by Fogacoop",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogacoop",,
"co_puc_121306",121306,"Titles Issued by the Bank of the Republic",1,"asset_cash","1012:1204:K","Titulos Emitidos Por El Banco De La Republica",,
"co_puc_121307",121307,"Mortgage bonds",1,"asset_cash","1012:1204:K","Bonos Hipotecarios",,
"co_puc_121308",121308,"Mortgage Titles",1,"asset_cash","1012:1204:K","Titulos Hipotecarios",,
"co_puc_121309",121309,"Titles of Credit Content Derived from the Mortgage Portfolio Securitization Process",1,"asset_cash","1012:1204:K","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion De Cartera Hipotecaria",,
"co_puc_121310",121310,"Titles of the Credit Content Derived from the Underlying Securitization Process Other than the Mortgage Portfolio",1,"asset_cash","1012:1204:K","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion Subyacentes Distintos De Cartera Hipotecaria",,
"co_puc_121311",121311,"Securities Issued, Guaranteed, Accepted Or Guaranteed By Institutions Supervised By The Financial Superintendency (Including Bonds Mandatory Or Optionally Convertible Into Shares",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por Instituciones Vigiladas Por La Superintendencia Financiera ( Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones",,
"co_puc_121314",121314,"Securities Issued by Entities Not Supervised by the Financial Superintendency (Including Mandatory or Optionally Convertible Bonds into Shares)",1,"asset_cash","1012:1204:K","Titulos Emitidos Por Entidades No Vigiladas Por La Superintendencia Financiera (Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones)",,
"co_puc_121315",121315,"Securities Issued Endorsed Or Guaranteed By Foreign Governments",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Gobiernos Extranjeros",,
"co_puc_121316",121316,"Securities Issued Endorsed Or Guaranteed By Foreign Central Banks",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Bancos Centrales Extranjeros",,
"co_puc_121317",121317,"Titles Issued Endorsed Or Guaranteed Or Accepted By Foreign Banks",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados O Aceptados Por Bancos Del Exterior",,
"co_puc_121318",121318,"Titles Issued Endorsed or Guaranteed by Multilateral Credit Organizations",1,"asset_cash","1012:1204:K","Titulos Emitidos Avalados O Garantizados Por Organismos Multilaterales De Credito",,
"co_puc_121342",121342,"Titles Issued by Residents Abroad",1,"asset_cash","1012:1204:K","Titulos Emitidos Por Residentes En El Exterior",,
"co_puc_121395",121395,"Other investments available for sale in debt securities (Cr)",1,"asset_cash","1012:1204:K","Otros inversiones Disponibles Para La Venta En Titulos De Deuda (Cr)",,
"co_puc_121399",121399,"Impairment of Investments Available for Sale in Debt Securities (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones Disponibles Para La Venta En Titulos De Deuda (Cr)",,
"co_puc_121600",121600,"Investments Available for Sale in Participatory Titles",0,"off_balance",,"Inversiones Disponibles Para La Venta En Titulos Participativos",,
"co_puc_121601",121601,"Shares With High Stock Market Liquidity",1,"asset_cash","1012:1204:K","Acciones Con Alta Liquidez Bursatil",,
"co_puc_121602",121602,"Shares With Average Stock Market Liquidity",1,"asset_cash","1012:1204:K","Acciones Con Media Liquidez Bursatil",,
"co_puc_121604",121604,"Shares With Low And Minimum Stock Market Liquidity Or Without Stock Market Listing",1,"asset_cash","1012:1204:K","Acciones Con Baja Y Minima Liquidez Bursatil O Sin Cotizacion En Bolsa",,
"co_puc_121608",121608,"Participatory Titles Derived in Securitization Processes",1,"asset_cash","1012:1204:K","Titulos Participativos Derivados En Procesos De Titularizacion",,
"co_puc_121609",121609,"Mixed Titles Derived from Securitization Processes",1,"asset_cash","1012:1204:K","Titulos Mixtos Derivados De Procesos De Titularizacion",,
"co_puc_121610",121610,"Variable Income Securities Accounted for at Fair Value",1,"asset_cash","1012:1204:K","Titulos De Renta Variable Contabilizados Al Valor Razonable",,
"co_puc_121695",121695,"Other Investments Available For Sale In Participatory Securities (Cr)",1,"asset_cash","1012:1204:K","Otros Inversiones Disponibles Para La Venta En Titulos Participativos (Cr)",,
"co_puc_121699",121699,"Impairment of Investments Available for Sale in Participatory Securities (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones Disponibles Para La Venta En Titulos Participativos (Cr)",,
"co_puc_121800",121800,"Investments in Subsidiary Entities",0,"off_balance",,"Inversiones En Entidades Subsidiarias",,
"co_puc_121801",121801,"Investments Accounted for at Cost",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Costo",,
"co_puc_121802",121802,"Investments Accounted for at Fair Value",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Valor Razonable",,
"co_puc_121803",121803,"Investments Accounted for by the Equity Method",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Por El Metodo De Participacion Patrimonial",,
"co_puc_121895",121895,"Other Investments in Subsidiary Entities (Cr)",1,"asset_cash","1012:1204:K","Otros Inversiones En Entidades Subsidiarias (Cr)",,
"co_puc_121899",121899,"Impairment of Investments in Subsidiary Entities (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones En Entidades Subsidiarias (Cr)",,
"co_puc_122000",122000,"Investments in Associated Entities",0,"off_balance",,"Inversiones En Entidades Asociadas",,
"co_puc_122001",122001,"Investments Accounted for at Cost",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Costo",,
"co_puc_122002",122002,"Investments Accounted for at Fair Value",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Valor Razonable",,
"co_puc_122003",122003,"Investments Accounted for by the Equity Method",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Por El Metodo De Participacion Patrimonial",,
"co_puc_122095",122095,"Other Investments in Associated Entities (Cr)",1,"asset_cash","1012:1204:K","Otros Inversiones En Entidades Asociadas (Cr)",,
"co_puc_122099",122099,"Impairment of Investments in Associated Entities (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones En Entidades Asociadas (Cr)",,
"co_puc_122100",122100,"Investments Accounted for at Cost",0,"off_balance",,"Inversiones Contabilizadas Al Costo",,
"co_puc_122200",122200,"Investments in joint operations",0,"off_balance",,"Inversiones En Operaciones Conjuntas",,
"co_puc_122201",122201,"Investments Accounted for at Cost (Operators Without Joint Control)",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Costo (Operadores Sin Control Conjunto)",,
"co_puc_122202",122202,"Investments Accounted for at Fair Value with Changes in Result (Operators Without Joint Control)",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Resultado (Operadores Sin Control Conjunto)",,
"co_puc_122203",122203,"Investments Accounted for at Fair Value with Changes in Origin (Operators Without Joint Control)",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Origen (Operadores Sin Control Conjunto)",,
"co_puc_122295",122295,"Others in investments in joint operations (Cr)",1,"asset_cash","1012:1204:K","Otros En Inversiones En Operaciones Conjuntas (Cr)",,
"co_puc_122299",122299,"Deterioration in Investments in Joint Operations (Cr)",1,"asset_cash","1012:1204:K","Deterioro En Inversiones En Operaciones Conjuntas (Cr)",,
"co_puc_122300",122300,"Investments Accounted for by the Equity Method",0,"off_balance",,"Inversiones Contabilizadas Por El Metodo De Participacion Patrimonial",,
"co_puc_122400",122400,"Investments in joint businesses",0,"off_balance",,"Inversiones En Negocios Conjuntos",,
"co_puc_122401",122401,"Investments Accounted for at Cost (Participants Without Joint Control)",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Costo (Participantes Sin Control Conjunto)",,
"co_puc_122402",122402,"Investments Accounted for at Fair Value with Changes in Result (Participants Without Joint Control)",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Resultado (Participantes Sin Control Conjunto)",,
"co_puc_122403",122403,"Investments Accounted for at Fair Value with Changes in Origin (Participants Without Joint Control)",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Origen (Participantes Sin Control Conjunto)",,
"co_puc_122404",122404,"Investments Accounted for by the Equity Method (Participants with Joint Control)",1,"asset_cash","1012:1204:K","Inversiones Contabilizadas Por El Metodo De Participacion Patrimonial (Participes Con Control Conjunto)",,
"co_puc_122495",122495,"Others in investments in joint ventures (Cr)",1,"asset_cash","1012:1204:K","Otros En Inversiones En Negocios Conjuntos (Cr)",,
"co_puc_122499",122499,"Deterioration in Investments in Joint Ventures (Cr)",1,"asset_cash","1012:1204:K","Deterioro En Inversiones En Negocios Conjuntos (Cr)",,
"co_puc_122600",122600,"Other Investments in Equity Instruments",0,"off_balance",,"Otras Inversiones En Instrumentos De Patrimonio",,
"co_puc_122601",122601,"Social participation",1,"asset_cash","1012:1204:K","Participaciones Sociales",,
"co_puc_122602",122602,"Social Contributions in Solidarity Economy Entities",1,"asset_cash","1012:1204:K","Aportes Sociales En Entidades Economia Solidaria",,
"co_puc_122603",122603,"Contributions to Associations or Guilds",1,"asset_cash","1012:1204:K","Aportes En Asociaciones O Agremiaciones",,
"co_puc_122604",122604,"Contributions to Other Entities",1,"asset_cash","1012:1204:K","Aportes En Otras Entidades",,
"co_puc_122695",122695,"Other Investments in Equity Instruments (Cr)",1,"asset_cash","1012:1204:K","Otros Inversiones En Instrumentos De Patrimonio (Cr)",,
"co_puc_122699",122699,"Impairment of Investments in Equity Instruments (Cr)",1,"asset_cash","1012:1204:K","Deterioro Inversiones En Instrumentos De Patrimonio (Cr)",,
"co_puc_122800",122800,"Investments Accounted for at Amortized Cost",0,"off_balance",,"Inversiones Contabilizadas A Costo Amortizado",,
"co_puc_122801",122801,"Internal Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Interna Emitidos O Garantizados Por La Nacion",,
"co_puc_122802",122802,"External Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","1012:1204:K","Titulos De Deuda Publica Externa Emitidos O Garantizados Por La Nacion",,
"co_puc_122803",122803,"Other Public Debt Securities",1,"asset_cash","1012:1204:K","Otros Titulos De Deuda Publica",,
"co_puc_122804",122804,"Titles Issued, Endorsed, Accepted Or Guaranteed By Fogafin",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogafin",,
"co_puc_122805",122805,"Titles Issued, Endorsed, Accepted or Guaranteed by Fogacoop",1,"asset_cash","1012:1204:K","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogacoop",,
"co_puc_122806",122806,"Titles Issued by the Bank of the Republic",1,"asset_cash","1012:1204:K","Titulos Emitidos Por El Banco De La Republica",,
"co_puc_122807",122807,"Mortgage bonds",1,"asset_cash","1012:1204:K","Bonos Hipotecarios",,
"co_puc_122808",122808,"Mortgage Titles",1,"asset_cash","1012:1204:K","Titulos Hipotecarios",,
"co_puc_122809",122809,"Titles of Credit Content Derived from the Mortgage Portfolio Securitization Process",1,"asset_cash","1012:1204:K","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion De Cartera Hipotecaria",,
