"id","code","name","reconcile","account_type","name@es","group_id:id","tag:ids:id"
"co_puc_120442","120442","Titles Issued by Residents Abroad",1,"asset_cash","Titulos Emitidos Por Residentes En El Exterior","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120495","120495","Other Negotiable Investments in Debt Securities (Cr)",1,"asset_cash","Otros Inversiones Negociables En Titulos De Deuda (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120499","120499","Impairment of Negotiable Investments in Debt Securities (Cr)",1,"asset_cash","Deterioro Inversiones Negociables En Titulos De Deuda (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120600","120600","Negotiable Investments in Participatory Securities",0,"off_balance","Inversiones Negociables En Titulos Participativos",,
"co_puc_120601","120601","Shares With High Stock Market Liquidity",1,"asset_cash","Acciones Con Alta Liquidez Bursatil","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120602","120602","Shares With Average Stock Market Liquidity",1,"asset_cash","Acciones Con Media Liquidez Bursatil","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120605","120605","Participations in Ordinary Common Funds",1,"asset_cash","Participaciones En Fondos Comunes Ordinarios","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120606","120606","Participations in Special Common Funds",1,"asset_cash","Participaciones En Fondos Comunes Especiales","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120607","120607","Shares In Securities Fund",1,"asset_cash","Participaciones En Fondo De Valores","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120608","120608","Participatory Titles Derived in Securitization Processes",1,"asset_cash","Titulos Participativos Derivados En Procesos De Titularizacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120609","120609","Mixed Titles Derived from Securitization Processes",1,"asset_cash","Titulos Mixtos Derivados De Procesos De Titularizacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120610","120610","Participations in International Investment Mutual Funds That Invest Exclusively in Fixed Income Securities",1,"asset_cash","Participaciones En Fondos Mutuos De Inversion Internacionales Que Inviertan Exclusivamente En Titulos De Renta Fija","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120611","120611","Shares in Index Funds",1,"asset_cash","Participaciones En Fondos Indice","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120612","120612","Participation in International Investment Mutual Funds That Invest Exclusively in Variable Income",1,"asset_cash","Participacion En Fondos Mutuos De Inversion Internacionales Que Inviertan Exclusivamente En Renta Variable","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120613","120613","Participation in investment funds",1,"asset_cash","Participacion En Fondos De Inversion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120614","120614","Participation in Pension and Severance Funds",1,"asset_cash","Participacion En Fondos De Pensiones Y Cesantias","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120695","120695","Other Negotiable Investments in Participatory Securities (Cr)",1,"asset_cash","Otros Inversiones Negociables En Titulos Participativos (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120699","120699","Impairment of Negotiable Investments in Participatory Securities (Cr)",1,"asset_cash","Deterioro Inversiones Negociables En Titulos Participativos (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120800","120800","Investments to Hold to Maturity",0,"off_balance","Inversiones Para Mantener Hasta El Vencimiento",,
"co_puc_120801","120801","Internal Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","Titulos De Deuda Publica Interna Emitidos O Garantizados Por La Nacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120802","120802","External Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","Titulos De Deuda Publica Externa Emitidos O Garantizados Por La Nacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120803","120803","Other Public Debt Securities",1,"asset_cash","Otros Titulos De Deuda Publica","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120804","120804","Titles Issued, Endorsed, Accepted Or Guaranteed By Fogafin",1,"asset_cash","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogafin","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120805","120805","Titles Issued, Endorsed, Accepted or Guaranteed by Fogacoop",1,"asset_cash","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogacoop","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120806","120806","Titles Issued by the Bank of the Republic",1,"asset_cash","Titulos Emitidos Por El Banco De La Republica","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120807","120807","Mortgage bonds",1,"asset_cash","Bonos Hipotecarios","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120808","120808","Mortgage Titles",1,"asset_cash","Titulos Hipotecarios","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120809","120809","Titles of Credit Content Derived from the Mortgage Portfolio Securitization Process",1,"asset_cash","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion De Cartera Hipotecaria","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120810","120810","Titles of the Credit Content Derived from the Underlying Securitization Process Other than the Mortgage Portfolio",1,"asset_cash","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion Subyacentes Distintos De Cartera Hipotecaria","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120811","120811","Securities Issued, Guaranteed, Accepted or Guaranteed by the Institutions Supervised by the Financial Superintendency (Including Mandatory or Optionally Convertible Bonds into Shares)",1,"asset_cash","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Instituciones Vigiladas Por La Superintendencia Financiera ( Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120814","120814","Securities Issued by Entities Not Supervised by the Financial Superintendency (Including Mandatory or Optionally Convertible Bonds into Shares)",1,"asset_cash","Titulos Emitidos Por Entidades No Vigiladas Por La Superintendencia Financiera (Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120815","120815","Securities Issued Endorsed Or Guaranteed By Foreign Governments",1,"asset_cash","Titulos Emitidos Avalados O Garantizados Por Gobiernos Extranjeros","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120816","120816","Securities Issued Endorsed Or Guaranteed By Foreign Central Banks",1,"asset_cash","Titulos Emitidos Avalados O Garantizados Por Bancos Centrales Extranjeros","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120817","120817","Titles Issued Endorsed Or Guaranteed Or Accepted By Foreign Banks",1,"asset_cash","Titulos Emitidos Avalados O Garantizados O Aceptados Por Bancos Del Exterior","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120818","120818","Titles Issued Endorsed or Guaranteed by Multilateral Credit Organizations",1,"asset_cash","Titulos Emitidos Avalados O Garantizados Por Organismos Multilaterales De Credito","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120842","120842","Titles Issued by Residents Abroad",1,"asset_cash","Titulos Emitidos Por Residentes En El Exterior","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120895","120895","Other Investments to Hold to Maturity (Cr)",1,"asset_cash","Otros Inversiones Para Mantener Hasta El Vencimiento (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_120899","120899","Impairment of Investments to Hold Until Maturity (Cr)",1,"asset_cash","Deterioro Inversiones Para Mantener Hasta El Vencimiento (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121300","121300","Investments Available for Sale in Debt Securities",0,"off_balance","Inversiones Disponibles Para La Venta En Titulos De Deuda",,
"co_puc_121301","121301","Internal Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","Titulos De Deuda Publica Interna Emitidos O Garantizados Por La Nacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121302","121302","External Public Debt Titles Issued Or Guaranteed By The Nation",1,"asset_cash","Titulos De Deuda Publica Externa Emitidos O Garantizados Por La Nacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121303","121303","Other Public Debt Securities",1,"asset_cash","Otros Titulos De Deuda Publica","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121304","121304","Titles Issued, Endorsed, Accepted Or Guaranteed By Fogafin",1,"asset_cash","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogafin","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121305","121305","Titles Issued, Endorsed, Accepted or Guaranteed by Fogacoop",1,"asset_cash","Titulos Emitidos, Avalados, Aceptados O Garantizados Por El Fogacoop","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121306","121306","Titles Issued by the Bank of the Republic",1,"asset_cash","Titulos Emitidos Por El Banco De La Republica","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121307","121307","Mortgage bonds",1,"asset_cash","Bonos Hipotecarios","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121308","121308","Mortgage Titles",1,"asset_cash","Titulos Hipotecarios","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121309","121309","Titles of Credit Content Derived from the Mortgage Portfolio Securitization Process",1,"asset_cash","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion De Cartera Hipotecaria","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121310","121310","Titles of the Credit Content Derived from the Underlying Securitization Process Other than the Mortgage Portfolio",1,"asset_cash","Titulos Del Contenido Crediticio Derivados De Proceso De Titularizacion Subyacentes Distintos De Cartera Hipotecaria","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121311","121311","Securities Issued, Guaranteed, Accepted Or Guaranteed By Institutions Supervised By The Financial Superintendency (Including Bonds Mandatory Or Optionally Convertible Into Shares",1,"asset_cash","Titulos Emitidos, Avalados, Aceptados O Garantizados Por Instituciones Vigiladas Por La Superintendencia Financiera ( Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121314","121314","Securities Issued by Entities Not Supervised by the Financial Superintendency (Including Mandatory or Optionally Convertible Bonds into Shares)",1,"asset_cash","Titulos Emitidos Por Entidades No Vigiladas Por La Superintendencia Financiera (Incluidos Los Bonos Obligatoria U Opcionalmente Convertibles En Acciones)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121315","121315","Securities Issued Endorsed Or Guaranteed By Foreign Governments",1,"asset_cash","Titulos Emitidos Avalados O Garantizados Por Gobiernos Extranjeros","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121316","121316","Securities Issued Endorsed Or Guaranteed By Foreign Central Banks",1,"asset_cash","Titulos Emitidos Avalados O Garantizados Por Bancos Centrales Extranjeros","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121317","121317","Titles Issued Endorsed Or Guaranteed Or Accepted By Foreign Banks",1,"asset_cash","Titulos Emitidos Avalados O Garantizados O Aceptados Por Bancos Del Exterior","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121318","121318","Titles Issued Endorsed or Guaranteed by Multilateral Credit Organizations",1,"asset_cash","Titulos Emitidos Avalados O Garantizados Por Organismos Multilaterales De Credito","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121342","121342","Titles Issued by Residents Abroad",1,"asset_cash","Titulos Emitidos Por Residentes En El Exterior","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121395","121395","Other investments available for sale in debt securities (Cr)",1,"asset_cash","Otros inversiones Disponibles Para La Venta En Titulos De Deuda (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121399","121399","Impairment of Investments Available for Sale in Debt Securities (Cr)",1,"asset_cash","Deterioro Inversiones Disponibles Para La Venta En Titulos De Deuda (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121600","121600","Investments Available for Sale in Participatory Titles",0,"off_balance","Inversiones Disponibles Para La Venta En Titulos Participativos",,
"co_puc_121601","121601","Shares With High Stock Market Liquidity",1,"asset_cash","Acciones Con Alta Liquidez Bursatil","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121602","121602","Shares With Average Stock Market Liquidity",1,"asset_cash","Acciones Con Media Liquidez Bursatil","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121604","121604","Shares With Low And Minimum Stock Market Liquidity Or Without Stock Market Listing",1,"asset_cash","Acciones Con Baja Y Minima Liquidez Bursatil O Sin Cotizacion En Bolsa","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121608","121608","Participatory Titles Derived in Securitization Processes",1,"asset_cash","Titulos Participativos Derivados En Procesos De Titularizacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121609","121609","Mixed Titles Derived from Securitization Processes",1,"asset_cash","Titulos Mixtos Derivados De Procesos De Titularizacion","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121610","121610","Variable Income Securities Accounted for at Fair Value",1,"asset_cash","Titulos De Renta Variable Contabilizados Al Valor Razonable","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121695","121695","Other Investments Available For Sale In Participatory Securities (Cr)",1,"asset_cash","Otros Inversiones Disponibles Para La Venta En Titulos Participativos (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121699","121699","Impairment of Investments Available for Sale in Participatory Securities (Cr)",1,"asset_cash","Deterioro Inversiones Disponibles Para La Venta En Titulos Participativos (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121800","121800","Investments in Subsidiary Entities",0,"off_balance","Inversiones En Entidades Subsidiarias",,
"co_puc_121801","121801","Investments Accounted for at Cost",1,"asset_cash","Inversiones Contabilizadas Al Costo","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121802","121802","Investments Accounted for at Fair Value",1,"asset_cash","Inversiones Contabilizadas Al Valor Razonable","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121803","121803","Investments Accounted for by the Equity Method",1,"asset_cash","Inversiones Contabilizadas Por El Metodo De Participacion Patrimonial","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121895","121895","Other Investments in Subsidiary Entities (Cr)",1,"asset_cash","Otros Inversiones En Entidades Subsidiarias (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_121899","121899","Impairment of Investments in Subsidiary Entities (Cr)",1,"asset_cash","Deterioro Inversiones En Entidades Subsidiarias (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122000","122000","Investments in Associated Entities",0,"off_balance","Inversiones En Entidades Asociadas",,
"co_puc_122001","122001","Investments Accounted for at Cost",1,"asset_cash","Inversiones Contabilizadas Al Costo","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122002","122002","Investments Accounted for at Fair Value",1,"asset_cash","Inversiones Contabilizadas Al Valor Razonable","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122003","122003","Investments Accounted for by the Equity Method",1,"asset_cash","Inversiones Contabilizadas Por El Metodo De Participacion Patrimonial","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122095","122095","Other Investments in Associated Entities (Cr)",1,"asset_cash","Otros Inversiones En Entidades Asociadas (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122099","122099","Impairment of Investments in Associated Entities (Cr)",1,"asset_cash","Deterioro Inversiones En Entidades Asociadas (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122100","122100","Investments Accounted for at Cost",0,"off_balance","Inversiones Contabilizadas Al Costo",,
"co_puc_122200","122200","Investments in joint operations",0,"off_balance","Inversiones En Operaciones Conjuntas",,
"co_puc_122201","122201","Investments Accounted for at Cost (Operators Without Joint Control)",1,"asset_cash","Inversiones Contabilizadas Al Costo (Operadores Sin Control Conjunto)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122202","122202","Investments Accounted for at Fair Value with Changes in Result (Operators Without Joint Control)",1,"asset_cash","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Resultado (Operadores Sin Control Conjunto)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122203","122203","Investments Accounted for at Fair Value with Changes in Origin (Operators Without Joint Control)",1,"asset_cash","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Origen (Operadores Sin Control Conjunto)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122295","122295","Others in investments in joint operations (Cr)",1,"asset_cash","Otros En Inversiones En Operaciones Conjuntas (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122299","122299","Deterioration in Investments in Joint Operations (Cr)",1,"asset_cash","Deterioro En Inversiones En Operaciones Conjuntas (Cr)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122300","122300","Investments Accounted for by the Equity Method",0,"off_balance","Inversiones Contabilizadas Por El Metodo De Participacion Patrimonial",,
"co_puc_122400","122400","Investments in joint businesses",0,"off_balance","Inversiones En Negocios Conjuntos",,
"co_puc_122401","122401","Investments Accounted for at Cost (Participants Without Joint Control)",1,"asset_cash","Inversiones Contabilizadas Al Costo (Participantes Sin Control Conjunto)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122402","122402","Investments Accounted for at Fair Value with Changes in Result (Participants Without Joint Control)",1,"asset_cash","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Resultado (Participantes Sin Control Conjunto)","group_fin_1_2_inv_cor","1012:1204:K"
"co_puc_122403","122403","Investments Accounted for at Fair Value with Changes in Origin (Participants Without Joint Control)",1,"asset_cash","Inversiones Contabilizadas Al Valor Razonable Con Cambios En El Origen (Participantes Sin Control Conjunto)","group_fin_1_2_inv_cor","1012:1204:K"
