"id","code","name","reconcile","account_type","name@es","group_id:id","tag_ids/id"
"coc_puc_124095",124095,"Other Acceptances",0,"asset_current","Otras Aceptaciones","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_124500",124500,"Fiduciary Rights",0,"off_balance","Derechos Fiduciarios",,"account.account_tag_financing"
"coc_puc_124505",124505,"Investment Trusts National Currency",0,"asset_current","Fideicomisos De Inversión Moneda Nacional","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_124510",124510,"Foreign Currency Investment Trusts",0,"asset_current","Fideicomisos De Inversión Moneda Extranjera","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_124595",124595,"Other Fiduciary Rights",0,"asset_current","Otros Derechos Fiduciarios","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_124599",124599,"Impairment Other Fiduciary Rights",0,"asset_current","Deterioro Otros Derechos Fiduciarios","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125000",125000,"Repurchase Rights of Negotiated Investments (Repos)",0,"off_balance","Derechos De Recompra De Inversiones Negociadas (Repos)",,"account.account_tag_financing"
"coc_puc_125005",125005,"Actions",0,"asset_current","Acciones","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125010",125010,"Quotas Or Shares Of Social Interest",0,"asset_current","Cuotas O Partes De Interés Social","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125015",125015,"Bonuses",0,"asset_current","Bonos","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125020",125020,"IDs",0,"asset_current","Cédulas","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125025",125025,"Certificates",0,"asset_current","Certificados","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125030",125030,"Commercial Papers",0,"asset_current","Papeles Comerciales","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125035",125035,"Titles",0,"asset_current","Títulos","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125040",125040,"Banking or Financial Acceptances",0,"asset_current","Aceptaciones Bancarias O Financieras","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125095",125095,"Other Buyback Rights",0,"asset_current","Otros Derechos De Recompra","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125099",125099,"Impairment of Repurchase Rights",0,"asset_current","Deterioro Derechos De Recompra","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125500",125500,"Mandatory",0,"off_balance","Obligatorias",,"account.account_tag_financing"
"coc_puc_125505",125505,"Special Financing Bonds",0,"asset_current","Bonos De Financiamiento Especial","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125510",125510,"Budget Financing Bonds",0,"asset_current","Bonos De Financiamiento Presupuestal","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125515",125515,"Bonds for Social Development and Internal Security (Bdsi)",0,"asset_current","Bonos Para Desarrollo Social Y Seguridad Interna (Bdsi)","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_125595",125595,"Other Mandatory",0,"asset_current","Otras Obligatorias","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_126000",126000,"Participation Accounts",0,"off_balance","Cuentas En Participación",,"account.account_tag_financing"
"coc_puc_126005",126005,"Participation Accounts",0,"asset_current","Cuentas En Participación","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_126095",126095,"Other Shared Accounts",0,"asset_current","Otras Cuentas En Participación","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_126099",126099,"Impairment of Participation Accounts",0,"asset_current","Deterioro Cuentas En Participación","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129500",129500,"Other Investments",0,"off_balance","Otras Inversiones",,"account.account_tag_financing"
"coc_puc_129505",129505,"Contributions to Cooperatives",0,"asset_current","Aportes En Cooperativas","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129510",129510,"Rights in Social Clubs",0,"asset_current","Derechos En Clubes Sociales","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129515",129515,"Shares or Rights in Sports Clubs",0,"asset_current","Acciones O Derechos En Clubes Deportivos","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129520",129520,"School Bonuses",0,"asset_current","Bonos En Colegios","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129595",129595,"Various",0,"asset_current","Diversas","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129599",129599,"Deterioration",0,"asset_current","Deterioro","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129900",129900,"Provisions",0,"off_balance","Provisiones",,"account.account_tag_financing"
"coc_puc_129905",129905,"Actions",0,"asset_current","Acciones","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129910",129910,"Quotas Or Shares Of Social Interest",0,"asset_current","Cuotas O Partes De Interés Social","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129915",129915,"Bonuses",0,"asset_current","Bonos","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129920",129920,"IDs",0,"asset_current","Cédulas","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129925",129925,"Certificates",0,"asset_current","Certificados","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129930",129930,"Commercial Papers",0,"asset_current","Papeles Comerciales","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129935",129935,"Titles",0,"asset_current","Títulos","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129940",129940,"Banking or Financial Acceptances",0,"asset_current","Aceptaciones Bancarias O Financieras","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129945",129945,"Fiduciary Rights",0,"asset_current","Derechos Fiduciarios","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129950",129950,"Repurchase Rights of Negotiated Investments",0,"asset_current","Derechos De Recompra De Inversiones Negociadas","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129955",129955,"Mandatory",0,"asset_current","Obligatorias","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129960",129960,"Participation Accounts",0,"asset_current","Cuentas En Participación","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129995",129995,"Other Investments",0,"asset_current","Otras Inversiones","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_129999",129999,"Investment Impairment",0,"asset_current","Deterioro Inversiones","group_1_2_inv_cor","l10n_co_account.aat_1012_1205_K"
"coc_puc_130000",130000,"Debtors",0,"off_balance","Deudores",,"account.account_tag_financing"
"coc_puc_130500",130500,"Customers",0,"off_balance","Clientes",,"account.account_tag_financing"
"coc_puc_130505",130505,"National",1,"asset_receivable","Nacionales","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_130507",130507,"POS Customers",1,"asset_receivable","Clientes Pos","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_130510",130510,"Of the outside",1,"asset_receivable","Del Exterior","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_130515",130515,"System Debtors",1,"asset_receivable","Deudores Del Sistema","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_130595",130595,"Other clients",0,"asset_receivable","Otros Clientes","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_131000",131000,"Commercial Checking Accounts",0,"off_balance","Cuentas Corrientes Comerciales",,"account.account_tag_financing"
"coc_puc_131005",131005,"Matrix house",1,"asset_receivable","Casa Matriz","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
"coc_puc_131010",131010,"Related Companies",1,"asset_receivable","Compañías Vinculadas","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
"coc_puc_131015",131015,"Shareholders or Partners",1,"asset_receivable","Accionistas O Socios","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
"coc_puc_131020",131020,"Individuals",1,"asset_receivable","Particulares","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
"coc_puc_131095",131095,"Other Business Checking Accounts",1,"asset_receivable","Otras Cuentas Corrientes Comerciales","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
"coc_puc_131099",131099,"Impairment of Commercial Current Accounts",1,"asset_receivable","Deterioro Cuentas Corrientes Comerciales","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
"coc_puc_131500",131500,"Accounts Receivable from Headquarters",0,"off_balance","Cuentas Por Cobrar A Casa Matriz",,"account.account_tag_financing"
"coc_puc_131505",131505,"Sales",1,"asset_receivable","Ventas","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_131510",131510,"Payments in the Name of the Headquarters",1,"asset_receivable","Pagos A Nombre De Casa Matriz","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_131515",131515,"Values Received By Headquarters",1,"asset_receivable","Valores Recibidos Por Casa Matriz","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_131520",131520,"Loans",1,"asset_receivable","Préstamos","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_131595",131595,"Other Accounts Receivable from Headquarters",1,"asset_receivable","Otras Cuentas Por Cobrar A Casa Matriz","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_131599",131599,"Impairment of Accounts Receivable from Headquarters",1,"asset_receivable","Deterioro Cuentas Por Cobrar A Casa Matriz","group_1_3_cta_cob","l10n_co_account.aat_1008_1315_N"
"coc_puc_132000",132000,"Accounts Receivable from Economic Related Parties",0,"off_balance","Cuentas Por Cobrar A Vinculados Económicos",,"account.account_tag_financing"
"coc_puc_132005",132005,"Subsidiaries",1,"asset_receivable","Filiales","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
"coc_puc_132010",132010,"Subsidiaries",1,"asset_receivable","Subsidiarias","group_1_3_cta_cob","l10n_co_account.aat_1008_1316_N"
